,Nome da Música,link,album,letra,artista
10,Amor Não Te Esqueci,/joelma-calypso/amor-nao-te-esqueci.html,Agradeço Esse Amor!,"Ta machucado, ta ferido, ta sangrando Ta tão carente o meu pobre coração Desesperado, oprimido, sem saida Sem rumo, sem abrigo e sem direção Pensando nele, sem ter o que fazer Olho as estrelas e tento esquecer Quase sem forças, pego meu celular, ligo pra ele  Alô, quem quer falar?  Sou eu amor, não te esqueci Ah, eu tentei, não consegui tirar você do pensamento  Ouvir tua voz me faz feliz, mas tudo o que eu sempre quis É ver você dizer sorrindo, te amo  Ta machucado, ta ferido, ta sangrando Ta tão carente o meu pobre coração Desesperado, oprimido, sem saida Sem rumo, sem abrigo e sem direção Pensando nele, sem ter o que fazer Olho as estrelas e tento esquecer Quase sem forças, pego meu celular, ligo pra ele  Alô, quem quer falar?  Sou eu amor, não te esqueci Ah, eu tentei, não consegui tirar você do pensamento  Ouvir tua voz me faz feliz, mas tudo o que eu sempre quis É ver você dizer sorrindo  Sou eu amor, não te esqueci Ah, eu tentei, não consegui tirar você do pensamento  Ouvir tua voz me faz feliz, mas tudo o que eu sempre quis É ver você dizer sorrindo, te amo",Joelma
11,Amor Novo (Part. Ivete Sangalo),/joelma-calypso/amor-novo-part-ivete-sangalo.html,Avante Ao Vivo em São Paulo (Deluxe Edition),"Miga Não sei mais o que faço Pra me esconder desse cara Troquei vários números de telefone Mas ele me acha Toda hora mandando mensagem Que se arrependeu  Miga Sei como se sente Pois isso também aconteceu comigo Sofri um bocado Mas tenho um remédio que acaba com isso Se a miga quiser Eu já passo a receita toda pra você  Ele chora que chega dá pena Mas eu sei tudo isso é cena Por que toda vez ele apronta E dá uma de santo pra cima de mim  Dessa vez eu garanto ele corre Vai por mim, eu tomei e resolve Você cura o desgosto, tira o encosto Dá tchau de uma vez pra esse mala  Amor novo, amor novo Isso é mesmo que chá milagroso Se você tomar ele some Vai até esquecer o teu nome  Amor novo, amor novo Esse é o elixir da Joelma Pro beijo ficar mais gostoso Se a fila andar, tiro e queda",Joelma
12,Anjo,/joelma-calypso/anjo.html,Coletânea Joelma 25 Anos,"Anjo me diz Como chegar a você Pra qual estrela posso te chamar Em que sonho você está?  Anjo talvez Meus olhos sequem ao sol Mais uma noite cai, o que fazer? Tudo faz lembrar você  Beijos de mel Pra que me deste teu céu Se não podia mais ficar aqui comigo Te procurei E ao mundo inteiro gritei  ""Eu amo você Só penso em você Precisas voltar Que eu estou morrendo Faça um sinal Diz não é real Se o sonho acabou Estou te perdendo, te perdendo""",Joelma
13,Arrepiou,/joelma-calypso/arrepiou.html,Coletânea Joelma 25 Anos,"Chegue mais perto Não fique tão longe de mim! Venha curtir a levada que faz sacudir O som entra dentro da gente e vai pro coração Bombeia na veia incendeia e vira paixão Beija, Paquere se esfregue tira o meu batom! Dance rebole seu corpo curtindo esse som Escuta a guitarra que vem arrastando o povão Ela arrepia os cabelos com seu ding dom Digdig din don don don don (Digdig din don don don don) Arrepiou Arrepiou Arrepiou oo Digdig din don don don don (Digdig din don don don don) Arrepiou Arrepiou Arrepiou oo  Digdig din don don don don (Digdig din don don don don) Arrepiou Arrepiou Arrepiou oo Digdig din don don don don (Digdig din don don don don) Arrepiou Arrepiou  Escute o som dessa guitarra fazer din din ding don! E tome palhetada!  Escute o som dessa guitarra fazer din din ding don! E tome palhetada!  Chegue mais perto Não fique tão longe de mim! Venha curtir a levada que faz sacudir O som entra dentro da gente e vai pro coração Bombeia na veia incendeia e vira paixão Beija, Paquere se esfregue tira o meu batom! Dance rebole seu corpo curtindo esse som Escuta a guitarra que vem arrastando o povão Ela arrepia os cabelos com seu ding dom!",Joelma
14,As Horas Teimam,/joelma-calypso/as-horas-teimam.html,Agradeço Esse Amor!,Não dá mais pra disfarçar Essa tristeza em meus olhos Saudades de você Não dá mais pra esconder Não dá mais pra esconder  Por que me deixou assim? Se dizia que me amava Mesmo assim me deixou Olha só como eu estou Olha só como eu estou  Contando os dias pra te encontrar Mas as horas teimam não querem passar Estão me matando Não sei até quando vou aguentar  Porque meu coração Ficou em pedacinhos quando você foi Pensava que seria um sonho pra nós dois E todos os nossos planos jogados ao chão Porque meu coração Ficou em pedacinhos nem dá pra juntar E aquela esperança de você voltar Pra me tirar de vez da solidão Pra me tirar de vez da solidão  Contando os dias pra te encontrar Mas as horas teimam não querem passar Estão me matando Não sei até quando vou aguentar  Porque meu coração Ficou em pedacinhos quando você foi Pensava que seria um sonho pra nós dois E todos os nossos planos jogados ao chão Porque meu coração Ficou em pedacinhos nem dá pra juntar E aquela esperança de você voltar Pra me tirar de vez da solidão  Porque meu coração Ficou em pedacinhos nem dá pra juntar E aquela esperança de você voltar Pra me tirar de vez da solidão Pra me tirar de vez da solidão Da solidão,Joelma
15,Assunto Delicado,/joelma-calypso/assunto-delicado.html,Assunto Delicado - EP,"Eu queria ser a pessoa pra você Sei que me esperou tanto tempo que cansou Sei que eu não fiz nada por nos dois Fui deixando pra depois Uma historia perdida um atraso na sua vida Não era o fim que eu queria  Nosso caso, é um assunto muito delicado Nao deveria nem ter começado Deve ser por isso que deu tudo errado Nosso caso não deveria nem ter começado Deve ser por isso que deu tudo errado É um assunto muito delicado",Joelma
16,Balancê,/joelma-calypso/balance.html,Agradeço Esse Amor!,"Quando você mexe, meu corpo estremece fico delirando Quando você dança, meu corpo balança vou me apaixonando Seu jeito dengoso, seu olhar manhoso vai me deixar louca Quero sentir teu cheiro e roubar um beijo de sua boca  Se você quiser me namorar, e sentir o meu prazer É so mostrar seu balancê Me leva nesse embalo tão gostoso que eu vou junto com você Ê ê, é só você pagar pra ver  E balança e balança e balança aê E balança e balança e balança E balança e balança e balança aê Ê ê me apaixonou seu balancê E balança e balança e balança aê E balança e balança e balança E balança e balança e balança aê Ê ê me apaixonou seu balancê  Quando você mexe, meu corpo estremece fico delirando Quando você dança, meu corpo balança vou me apaixonando Se você quiser me namorar, e sentir o meu prazer É so mostrar seu balancê Me leva nesse embalo tão gostoso que eu vou junto com você Tá duvidando? É só você pagar pra ver  E balança e balança e balança aê E balança e balança e balança E balança e balança e balança aê Ê ê me apaixonou seu balancê E balança e balança e balança aê E balança e balança e balança E balança e balança e balança aê Ê ê me apaixonou seu balancê  Mexe e balança e balança e mexe Remexe, balança que tô louca pra te amar Mexe e balança e balança e mexe Remexe, balança ta querendo duvidar  É Só você me provocar  E balança e balança e balança aê E balança e balança e balança E balança e balança e balança aê Ê ê me apaixonou seu balancê",Joelma
17,Barca Furada,/joelma-calypso/barca-furada.html,Coletânea Joelma 25 Anos,"Não vou mais chorar, por você Não vou mais sofrer Se você não sabe Meu coração, precisa arrumar outra paixão  Já tentei de tudo por nós dois Não deu em nada Acho que só eu te amei Foi barca furada Esse amor que guardei dentro do meu peito, peito Eu sei, sei que foi mentira o nosso amor Mas levei a sério Você botou tudo a perder Com seus mistérios Machucou meu coração E mudou a direção do nosso amor Hôu Uou Não vou mais chorar, por você Não vou mais sofrer, se você não sabe Meu coração, precisa arrumar outra paixão  Não vou mais chorar, por você Não vou mais sofrer, se você não sabe Meu coração, precisa arrumar outra paixão Eu sei, sei que foi mentira o nosso amor Mas levei a sério Você botou tudo a perder Com seus mistérios Machucou meu coração E mudou a direção do nosso amor Hôu Uou Não vou mais chorar, por você Não vou mais sofrer, se você não sabe Meu coração, precisa arrumar outra paixão  Não vou mais chorar, por você Não vou mais sofrer, se você não sabe Meu coração, precisa arrumar outra paixão",Joelma
18,Botar Pra Chorar,/joelma-calypso/botar-pra-chorar.html,,"Chora baby  Eu soltei o mundo pra segurar sua mão E cadê sua gratidão Falei pro seu coração: ""tô indo aí"" Ele respondeu: ""tô nem aí""  Eu te amei muito cedo Mas quando vi já era tarde demais Machucou, mas sarou Agora vamos ver qual dor que dói mais  Desprezou meu amor e tá pedindo pra voltar Vou botar pra chorar, vou botar pra chorar Foi morder outras bocas e agora quer me beijar Vou botar pra chorar  Desprezou meu amor e tá pedindo pra voltar Vou botar pra chorar, vou botar pra chorar Foi morder outras bocas e agora quer me beijar Vou botar pra chorar",Joelma
19,Brincou Comigo,/joelma-calypso/brincou-comigo.html,Coletânea Joelma 25 Anos,"Ele sempre vai me levar Pra um caminho, um lugar Que ainda possa me ter  Ele teve o meu coração A minha louca paixão E o meu amor todo seu  Refrão  Mas brincou, (mas brincou) Mas sorriu, (mas sorriu) Não deu valor à minha paixão  Me negou, (me negou) Seu amor Hoje por ele não sinto nada não  Mas brincou, (mas brincou) Mas sorriu, (mas sorriu) Não deu valor à minha paixão  Me negou, (me negou) Seu amor Hoje por ele não sinto nada não   Ele sempre vai me levar Pra um caminho, um lugar Que ainda possa me ter  Ele teve o meu coração A minha louca paixão E o meu amor todo seu  Mas brincou, (mas brincou) Mas sorriu, (mas sorriu) Não deu valor à minha paixão  Me negou, (me negou) Seu amor Hoje por ele não sinto nada não",Joelma
20,Chantagem Demais (Com Perlla),/joelma-calypso/chantagem-demais-com-perlla.html,,"Ah Oh Ah Ah Ah Ah Ah Oh Ah Ah Ah Ah  não vejo diferença nessa briga isso são coisas da vida não choro por ele pra que contar vitória antes da hora pois eu sei que não demora tocar o telefone dele Se você liga sempre e desmente tudo com os amigos você chora e não corre atras, porque quer assim tanto faz pra você mas pra mim está tudo sem sentido E eu só sei que o quero pra mim eu consigo  Ou Para de chantagem chantagem demais não dá Preciso mais tudo do carinho Para de chantagem deixa disso eu só quero você e nisso eu acredito  para de chantagem chantagem demaais para de chantagem Não dah assimm Ou ou Ou Preciso de você viver só assim que eu consigo por amor de Deus Pai eu te peço que fique comigo",Joelma
21,Cheiro do Pará,/joelma-calypso/cheiro-do-para.html,Coletânea Joelma 25 Anos,Taca cá um beijo em minha boca Louca como eu fico louca amor (Louca para te beijar) Taca cá um beijo em minha boca Louca como eu fico louca amor (Louca para te beijar)  Eu quero que você me tome Em seus braços pra não mais sair Porque tudo o que eu quero É ficar aqui Nesse vai e vem da vida Não posso parar Porque eu quero nessa vida É com você ficar  Sentir o cheiro teu Não quero mais parar Meu dengo o teu cheiro Tem o cheiro do Pará,Joelma
22,Chora Não Coração,/joelma-calypso/chora-nao-coracao.html,EP Joelma - Ao Vivo Em São Paulo,"Tarde demais Tentei te avisar Mas você nem ligou, me ignorou  Mas que barca furada você foi entrar E junto com você eu vi tudo naufragar  Sabe a vida continua rindo pra você Ser feliz, o tempo é quem vai dizer E toda essa dor um dia vai passar Se um dia cair tente levantar Ame a si mesmo em primeiro lugar E toda essa dor vamos superar  Chora não coração, sofre não coração Isso é pra você aprender Ele nunca amou você  Chora não ôuoô, ôuoô Coração ôuôô",Joelma
23,Como Uma Virgem,/joelma-calypso/como-uma-virgem.html,Coletânea Joelma 25 Anos,"Alô posso falar Não tem ninguém com você Se ela estiver por aí Diga amor que foi engano Só liguei pra te dizer Que o que você fez comigo Me deixou quase maluca de amor Desesperada, completamente apaixonada Vem me ver  Você fez amor Como ninguém fez comigo E mostrou o paraíso Nunca mais me procurou Você me deixou muito louca alucinada Sou menina apaixonada me sentindo em suas mãos  Como uma virgem, tocada pela primeira vez Como uma virgem, como virgem Como uma virgem tocada pela primeira vez Como uma virgem, como virgem  Alô posso falar Não tem ninguém com você Se ela estiver por aí Diga amor que foi engano Só liguei pra te dizer Que o que você fez comigo Me deixou quase maluca de amor Desesperada, completamente apaixonada Vem me ver",Joelma
24,Complicado Coração,/joelma-calypso/complicado-coracao.html,Agradeço Esse Amor!,Complicado coração cheio de vontades e desejos nunca escuta a voz da razão e assim sempre está na solidão  Esse coração bandido sempre se apaixona sem querer vive amores proibidos desses tão difíceis de entender  (Isso é Calypsoo!)  Complicado coração cheio de vontades e desejos nunca escuta a voz da razão e assim sempre está na solidão  Esse coração bandido sempre se apaixona sem querer vive amores proibidos desses tão difíceis de entender,Joelma
25,Cupim de Coração,/joelma-calypso/cupim-de-coracao.html,Coletânea Joelma 25 Anos,"Eu vou cortar o mal pela raiz Seu papo é bom, mas comigo não cola, não Não vai me levar pra cama Já conheço a sua fama de cupim de coração  Ah, já é de costume cê chega, seduz, depois finge se apaixonar Tudo à sua maneira Também descobri que tem fama daquele bichinho que adora destruir madeira  Cê pega um coração inteiro Depois devolve só o pó Eu não serei sua próxima vítima Prefiro ficar só  Eu vou cortar o mal pela raiz Seu papo é bom mas comigo não cola não Não vai me levar pra cama Já conheço a sua fama de cupim de coração",Joelma
26,Dançando Calypso,/joelma-calypso/dancando-calypso.html,Coletânea Joelma 25 Anos,Chega pra cá meu bem que vou te ensinar A nossa dança do estado do pará É o calypso que chegou para ficar Nesse suingue você também vai entrar  Mexa o pezinho e vai soltando todo corpo de vez Depois me abraça com carinho e a gente pode fazer tudo outra vez Fique à vontade pra rodar e pra girar no salão Que essa dança vai mexer com você e com seu coração  Não para não vem cá me dá a tua mão Quero que sinta toda essa emoção Cavalo manco agora eu vou te ensinar Isso e muito mais você só vai encontrar no pará  Não para não vem cá me dá a tua mão Quero que sinta toda essa emoção Cavalo manco agora eu vou te ensinar Isso e muito mais e você só vai encontrar no paráá,Joelma
27,"Dançar, Mexer, Pular",/joelma-calypso/dancar-mexer-pular.html,Agradeço Esse Amor!,"Uh Uh, Uh Uh  Quem é o primeiro a entrar na dança Que vai embalar comigo Comigo Vem pra balançar mexer o corpo Venha ser a sensação sensação  Dance do seu jeito no compasso Desse passo que eu nem ligo nem ligo Se quiser fazer o que te digo Preste muita atenção ãão  Relaxe que meu som vai te levar não tenha medo o meu segredo é ir mexendo o corpo sem parar Eu vou te ensinar Como entrar nesse molejo O meu desejo hoje é ver você bailar  [Refrão] Quem vai querer dançar ia ia ia Quem vai querer mexer iê iê iê Quem vai querer pular ia ia ia Levante a mão que eu quero ver A mão que eu quero ver  Relaxe que meu som vai te levar não tenha medo o meu segredo é ir mexendo o corpo sem parar Eu vou te ensinar Como entrar nesse molejo O meu desejo hoje é ver você bailar  [Refrão] Quem vai querer dançar ia ia ia Quem vai querer mexer iê iê iê Quem vai querer pular ia ia ia Levante a mão que eu quero ver A mão que eu quero ver  uh uh, uh uh  [Refrão] Quem vai querer dançar ia ia ia Quem vai querer mexer iê iê iê Quem vai querer pular ia ia ia Levante a mão que eu quero ver A mão que eu quero ver",Joelma
28,Debaixo do Mesmo Céu,/joelma-calypso/debaixo-do-mesmo-ceu.html,Joelma,"Eu permaneço em paz Mesmo não tendo nada Não é escolha sua Nem escolha minha Não muda nada  Ferida aberta dói Mas como o tempo passa Mas logo cicatriza Mas se foi profunda vai ficar a marca  Tão iguais, tão diferentes dos demais As vezes sem juízo, outras tão racionais Desastrados, ninguém sabe o que faz É nessa hora que a vida separa dois meros mortais Mas vou ficar em paz  Mas não podemos ficar juntos Mas nunca vamos ficar longe Porque em qualquer lugar do mundo Estamos debaixo do mesmo céu  Mas não podemos ficar juntos Eu nunca vou me conformar Falamos tanto de amor Só que fomos covardes pra amar",Joelma
29,Deixa Eu Sonhar,/joelma-calypso/deixa-eu-sonhar.html,Coletânea Joelma 25 Anos,"Não desligue o telefone meu amor Não vou dormir enquanto não ouvir a sua voz  Amor, será que é tão difícil me ligar? Eu quero um boa noite só pra me lembrar De quando estava aqui  Fazer de conta que ainda está perto de mim E abraça o meu corpo e que nada terminou  E que eu vou te ver quando acordar Que eu vou sentir teu corpo me amando feito louco Como da primeira vez Deixa eu sonhar Que nada terminou que ainda posso te amar  E que eu vou te ver quando acordar Que eu vou sentir teu corpo me amando feito louco Como da primeira vez Deixa eu sonhar Que nada terminou que ainda posso te amar  Não desligue o telefone meu amor Não vou dormir enquanto não ouvir a sua voz  Amor, será que é tão difícil me ligar? Eu quero um boa noite só pra me lembrar De quando estava aqui  Fazer de conta que ainda está perto de mim Que abraça o meu corpo e que nada terminou  E que eu vou te ver quando acordar Que eu vou sentir teu corpo, me amando feito louco Como da primeira vez Deixa eu sonhar Que nada terminou que ainda posso te amar  E que eu vou te ver quando acordar Que eu vou sentir teu corpo me amando feito louco Como da primeira vez, deixa eu sonhar Que nada terminou que ainda posso te amar",Joelma
30,Dobro da Porção,/joelma-calypso/dobro-da-porcao.html,Agradeço Esse Amor!,"Assim como Eliseu Senhor eu quero ser Seguir o teu chamado Receber o teu poder Derrama a tua unção O teu amor em mim O dobro da poção o santo espirito em mim Me faz atravessar por entre o Rio Jordão Me faz profetizar, também multiplicar o pão  Eu quero ó senhor, ser um discípulo seu Eu abro mão de tudo Eu me entrego a ti meu Deus  Espiríto santo vem ungir a minha capa Me renova a cada dia faz em mim o teu querer  Espirito santo Quero a porção dobrada Tu que destes a Elias Vem derrama o teu poder",Joelma
31,Dudu,/joelma-calypso/dudu.html,Avante Ao Vivo em São Paulo (Deluxe Edition),"Eu quero ficar com você Eu quero ser tua paixão Dudu, só você não vê Magoa o meu coração  Dudu (Dudu) , Dudu (ai, meu Dudu) Dudu (Dudu) , Dudu (ai, meu Dudu) Dudu (Dudu) , Dudu (ai, meu Dudu)  Um amor assim igual ao meu Você jamais vai encontrar Amar, Dudu, como eu te amo Eu sei que ninguém vai te amar",Joelma
32,Eclipse de Amor,/joelma-calypso/eclipse-de-amor.html,Coletânea Joelma 25 Anos,"Só presta assim!  Depois que terminei pela última vez Tranquei meu coração, joguei a chave fora Jurei que não ia me apaixonar Quebrei promessa por você na hora  Foi só você chegar Com seu beijo chaveiro Destravou o cadeado do meu peito A gente se entregou não teve jeito  E na primeira noite de amor Você já era meu e eu toda sua Foi como um eclipse de amor oh, oh, oh, oh  E na primeira noite de amor Você já era meu e eu toda sua Foi como um eclipse de amor oh, oh, oh, oh Que até o sol beijou a lua",Joelma
33,Eternos Namorados,/joelma-calypso/eternos-namorados.html,Agradeço Esse Amor!,"É como um imã que me atrai Que me domina, cada vez mais Aquele beijo me torpeceu marcou Pra sempre voce e eu  Hoje o meu coração nao aceita Te perder, batendo mais acelerado Tão feliz por ter voce, hoje minha razao Quer voce perto de mim, ja mais em minha vida imagine amar alguem assim te amo  É como um imã que me atrai Que me domina, cada vez mais Aquele beijo me torpeceu marcou Pra sempre voce e eu  Hoje o meu coração nao aceita Te perder, batendo mais acelerado Tão feliz por ter voce, hoje minha razao Quer voce perto de mim, ja mais em minha vida imagine amar alguem assim te amo  Quero estar do seu lado Aonde voce for eternos namorados Em um sonho de amor  Hoje o meu coração nao aceita Te perder, batendo mais acelerado Tão feliz por ter voce, hoje minha razao Quer voce perto de mim, ja mais em minha vida imagine amar alguem assim te amo",Joelma
34,Faço Tudo Por Você,/joelma-calypso/faco-tudo-por-voce.html,Coletânea Joelma 25 Anos,"Não adianta dar motivos pra Brigar Ficou na minha como quer Me provocar Eu não revido, eu não me rendo ao desespero Parece que não sabe a mulher que tem Engulo seco quando chega tarde em casa Finjo não ver aquela mancha de baton Quando você pegar no sono Eu me levanto e te contemplo a chorar Não consigo dormir Entao me diz o que fazer Pra acordar aquele amor que adormeceu Que era meu Volto pra cama e te procuro Me enroscando no teu corpo Você me diz que ta cansado E volta a dormir de novo  Sou dura na queda E topo tudo por você Nao fujo da guerra E luto pra não te perder Enfrento o mundo se preciso for Enfrento tudo sim por esse amor  Banda calypso  Entao me diz o que fazer Pra acordar aquele amor que adormeceu Que era meu Volto pra cama e te procuro Me enroscando no teu corpo Você me diz que ta cansado E volta a dormir de novo  Sou dura na queda E topo tudo por você Não Fujo da guerra E luto pra não te perder Enfrento o mundo se preciso for Enfrento tudo sim por esse amor",Joelma
35,Fala Pra Mim,/joelma-calypso/fala-pra-mim.html,Avante Ao Vivo em São Paulo (Deluxe Edition),"Fala pra mim, me diz a verdade Que o seu amor por mim acabou Tudo que a gente viveu Que saudade! Tô sentindo a tua falta, meu amor!  Por favor liga pra mim Não aguento esperar Porque o meu coração Te chama pra me amar  Tudo o que eu te falei, foi bobagem Não aguento mais sofrer, você sabe Hoje o meu coração já mudou de opinião E só pergunta por você  Fala pra mim, me diz a verdade Que o seu amor por mim acabou Tudo que a gente viveu Que saudade! Tô sentindo a tua falta, meu amor!",Joelma
36,Game Over,/joelma-calypso/game-over.html,Joelma,"Para de querer tentar a minha vida controlar Vê se me esquece, me apaga do seu celular Você brincou, você jogou, você perdeu Meu coração já deletou você  Para de chorar Pra mim não deu, valeu, adeus, bye bye Vê se me esquece, desencana, não te quero mais Desilusão, não tem perdão Agora é game over pra você  Dias e dias e noites sem sono Na solidão, descartada por ti Vê se agora me esquece e some Não dá mais, nosso jogo acabou Game over, bye bye, é o fim  Não te quero mais Para de chorar Eu não te quero mais Tô fora, tô fora, tô fora, tô fora",Joelma
