,Nome da Música,link,album,letra,artista
10,Browning,/edith-piaf/browning.html,1935-1942 / 1936-1945,"Y’avait qu’à regarder sa figure Et tout de suite on comprenait Monsieur Browning qu’on l’appelait Un nom qui sentait l’aventure C’était le roi du revolver Il en avait de magnifiques Qu’il avait ramenés d’Amérique Où qu’on fabrique les vrais gangsters Il nous racontait son histoire Son premier crime et puis la gloire Browning Browning Il nous montrait des tas de photos Prises en première page des journaux Browning Browning Il nous disait: “Vous autres en France Vous manquez encore d’expérience” Browning Browning Avec ça pas besoin d’être fort C’est le maladroit qu’a toujours tort Et vive Browning  Parce qu’il avait de l’élégance Et des costumes de cinéma Il nous regardait de haut en bas Avec mépris et insolence Et toutes nos femmes elles l’admiraient “Ah! comment c’est qu’il a d’allure Et ce type là quelle envergure” Mais nous les hommes il nous courait C’était toujours la même histoire Son premier crime et puis la gloire Browning Browning On le voyait sur les grands journaux Juste à côté de Greta Garbo Browning Browning A l’écouter on devenait bête On n’avait plus que ça dans la tête Browning Browning Et nous pensions “Marre à la fin Il nous ennuie l’Américain Et son Browning”  Pour nous apprendre la vraie manière Pour nous donner une bonne leçon Il a tenu ce brave garçon A nous montrer son savoir-faire C’est dans une salle de restaurant Qu’il a voulu faire l’expérience Mais le pauvre type n’a pas eu de chance, Comme il sortait ses instruments Il a roulé sous la banquette Avec un petit trou dans la tête Browning Browning Oh ça n’a pas claqué bien fort Mais tout de même il en est mort Browning Browning Et puis quelqu’un dans le silence A dit “Maintenant à quoi que tu penses Browning Browning” Il pense plus rien puisqu’il est mort Tu parlais trop… ben t’as eu tort Bye-Bye, Browning.",Edith Piaf
11,C'est à Hambourg,/edith-piaf/cest-a-hambourg.html,Au Carnegie Hall,"C’est à Hambourg, à Santiago A White Chapel, ou Bornéo C’est à Hambourg, à Santiago A Rotterdam, ou à Frisco…  Hello boy! You come with me? Amigo! Te quiero mucho! Liebling! Kom dort mit mir!  C’est à Hambourg, au ciel de pluie Quand les nuages vont à pas lents Comme s’en vont les lourds chalands Le long des quais, crevant d’ennui C’est à Hambourg ou bien ailleurs Qu’à tous les gars en mal d’amour Qu’à tous les gars, depuis toujours, Moi je balance du rêve en plein coeur…  C’est à Hambourg, à Santiago A White Chapel, ou Bornéo C’est à Hambourg, à Santiago A Rotterdam, ou à Frisco…  C’est à Hambourg, au ciel de pluie Qu’il a posé ses mains sur moi Et qu’il m’a fait crier de joie En me serrant fort contre lui M’a dit “je t’aime!” à plus finir “Laisse donc là tous tes marins! Laisse donc la mer, et puis viens! Moi, j’ai du bonheur à t’offrir...”  “Ma petite gueule...”  C’est à Hambourg, au ciel de pluie Dans les bastringues à matelots Que je trimballe encore ma peau Les bras ouverts à l’infini… Car moi je suis comme la mer, J’ai le coeur trop grand pour un seul gars J’ai le coeur trop grand et c’est pour ça Que j’ai pris l’amour sur toute la terre…  C’est à Hambourg, à Santiago A White Chapel, ou Bornéo…  So long, boy… Adios, amigo… Nacher, Schatz… Au revoir, petite gueule!...",Edith Piaf
12,C'est de La Faute à Tes Yeux,/edith-piaf/cest-de-la-faute-a-tes-yeux.html,,"J’avais tant d’amour pour un homme Il en avait si peu pour moi C’est peu de chose la vie, en somme Je l’ai tué, tant pis pour moi…  Tout ça… C’est de la faute à ses yeux Aux tiédeurs des matins A son corps près du mien Tout ça… C’est de la faute aux beaux jours C’est de la faute à l’amour Le ciel était trop bleu…  L’avocat qui prit ma défense Conta notre roman d’amour Et pour prouver mon innocence Il en salit les plus beaux jours…  Tout ça… C’est de la faute à tes yeux Aux tiédeurs des matins A son corps près du mien Tout ça… C’est de la faute aux beaux jours C’est de la faute à l’amour Mon ciel était trop bleu…  Le juge avait un air sévère Ses yeux n’avaient pas d’horizon D’une voix grave et sans colère M’a condamnée à la prison  Tout ça… C’est de la faute à mes yeux Ils ont vu dans les tiens Que dansait mon chagrin Tout ça… C’est de la faute aux beaux jours Et j’ai vu mon amour Pleurer sur mon ciel bleu…",Edith Piaf
13,C'est L'amour,/edith-piaf/cest-lamour.html,Die Grossen Erfolge: Die Grossen Chansons,"C’est l’amour qui fait qu’on aime C’est l’amour qui fait rêver C’est l’amour qui veut qu’on s’aime C’est l’amour qui fait pleurer…  Mais tous ceux qui croient qu’ils s’aiment Ceux qui font semblant d’aimer Oui, tous ceux qui croient qu’ils s’aiment Ne pourront jamais pleurer…  Dans l’amour, il faut des larmes, Dans l’amour, il faut donner…  Et ceux qui n’ont pas de larmes Ne pourrons jamais aimer… Il faut tant, et tant de larmes Pour avoir le droit d’aimer…  Mon amour, oh toi que j’aime Tu me fais souvent pleurer…  J’ai donné, donné mes larmes J’ai pleuré pour mieux t’aimer J’ai payé de tant de larmes Pour toujours le droit d’aimer… Pour toujours… le droit d’aimer!",Edith Piaf
14,C'est La Moindre Des Choses,/edith-piaf/cest-la-moindre-des-choses.html,L' Integrale 1936-1945,"C'était un jour de printemps On n'avait pas le temps De penser au travail de la semaine Pour ne pas être en retard On a sauté dans l' car Qui nous a déposés à Suresnes Ah ! Que tout semblait joli Par ce bel après-midi Et c'est alors que j'ai rencontré Le gars dont j'ai toujours rêvé  Il me dit ""Je vous aime"" Je lui dis ""Moi de même"" C'était la moindre des choses Il me dit ""On s' tutoie ?"" Je lui dis ""Ça va d' soi"" C'était la moindre des choses  Alors, sans bien comprendre Moi, je l'ai suivi Ses yeux étaient si tendres Que mon c?ur fondit Il me dit ""Embrasse-moi"" Je lui dis ""Tiens, sers-toi"" C'était la moindre des choses  Tous les deux on s' donnait L'air de crâner D' pas s'en faire Mais au fond, on était Deux timides Lui vis-à-vis d' ses copains Il prenait l'air malin J' l'écoutais, je le trouvais splendide Tant qu'on était au dancing Il tenait à son standing Mais quand on s'est r'trouvés sur le quai C'était plus l' même, sa voix tremblait  Il m'a dit ""Viens, p'tite tête"" Je lui dis ""Je suis prête"" C'était la moindre des choses Il m'a dit ""Toute la nuit"" Alors, moi, j'ai dit oui C'était la moindre des choses  On a marché dans l'ombre Tout le long du chemin Et comme il faisait sombre Il tenait ma main Il me dit ""C'est sérieux"" J'ai rien dit, c'était mieux C'était la moindre des choses  Quand le matin est venu Il avait l'air ému De quelque chose qu'il voulait pas dire Il reprenait l'air faraud Oui, mais ça sonnait faux J' voyais qu'il se forçait à sourire Moi, j'avais le c?ur bien gros Oui, bien sûr, c'était trop beau C'était l' moment de se dire adieu Et j'avais des larmes dans les yeux  Il me dit ""Sois docile Car vois-tu, notre idylle C'était la moindre des choses On se voit, on se quitte Et puis on oublie vite C'est bien la moindre des choses"" Mais comme j'ouvrais la porte Dans le matin bleu Il m' dit ""T'es la plus forte Reste, si tu veux"" Et depuis ce beau jour On n' fait qu'un pour toujours C'était la moindre des choses !",Edith Piaf
15,C'est Lui Que Mon Coeur A Choisi,/edith-piaf/cest-lui-que-mon-coeur-a-choisi.html,1935-1942 / 1936-1945,"Je me rappelle plus comment on s’était rencontrés Je ne sais plus si c’est lui qui a parlé le premier Ou bien si c’était moi qu’avais fait les avances Ça n’a pas d’importance Tout ce que je veux me rappeler:  REFRAIN: C’est lui que mon coeur a choisi Et quand y me tient contre lui Dans ses yeux caressants Je vois le ciel qui fout le camp C’est beau c’est épatant Il a pas besoin de parler Il a qu’à me regarder Et je suis à sa merci Je ne peux rien contre lui Car mon coeur l’a choisi  Je ne sais pas s’il est riche ou s’il a des défauts, Mais de l’aimer comme je l’aime, un homme est toujours beau. Et quand on va danser, qu’il pose sur mes hanches Ses belles mains si blanches, Ça me fait froid dans le dos.  REFRAIN  Je sais pas ce qui m’arrivera, si ça durera longtemps, Mais je me fiche du plus tard, je veux penser qu’au présent. En tout cas il m’a dit qu’il m’aimerait toute la vie Ce que la vie sera jolie Si il m’aime… pour tout le temps!",Edith Piaf
16,C'est Merveilleux,/edith-piaf/cest-merveilleux.html,30 Anniversaire: l' Intégrale 1946-1963,Le jour où tu m’as rencontrée Était un jour triste à mourir Et je traînais dans mes pensées Un chagrin à n’en plus finir Mais il a suffi que tu viennes Pour que j’oublie toutes mes peines  C’est merveilleux Quand on est tous les deux Le bonheur nous surveille C’est merveilleux Quand on est amoureux Les beaux jours se réveillent C’est merveilleux La vie est peinte en bleu A grands coups de soleil Puisque je t’aime Et que tu m’aimes C’est merveilleux!  Nous passerons toute la vie A chanter un si grand amour Pour une chanson si jolie La vie n’a pas assez de jours Nous en ferons une harmonie Qui ne sera jamais finie…  C’est merveilleux Quand on est tous les deux Le bonheur nous surveille C’est merveilleux Quand on est amoureux Les beaux jours se réveillent C’est merveilleux La vie est peinte en bleu A grands coups de soleil Puisque je t’aime Et que tu m’aimes C’est merveilleux!,Edith Piaf
17,C'est Peut-être Ça,/edith-piaf/cest-peut-etre-ca.html,30 Anniversaire: l' Intégrale 1946-1963,"C'est peut-être ça L'amour, le grand amour, C'est peut-être ça Qui m'a prise à mon tour, Ce je ne sais trop quoi Qui fait froid dans le dos Et soudain donne chaud Quand tout le monde a froid...  C'est peut-être ça Qui fait battre le cœur Et, pendant des heures, Vous fera rester là Devant un téléphone Pour entendre une voix, Devant un téléphone Qui ne sonnera pas...  C'est peut-être ça, L'amour, le grand amour, C'est peut-être ça Qui m'a prise à mon tour, Ce sentiment brutal, Lorsque tout allait bien, De se sentir très mal Sans savoir d'où ça vient.  C'est peut-être ça Qui fait pleurer de rire Et vous fait courir A minuit sous la pluie, Sous la pluie, sans manteau En gueulant qu'il fait beau, En gueulant que la vie, 'y a rien de plus joli... Avant, juste avant D'aller se foutre à l'eau...  C'est peut-être ça L'amour...Le grand amour !...",Edith Piaf
18,C'est Pour Ça,/edith-piaf/cest-pour-ca.html,Au Carnegie Hall,"Il était une amoureuse Qui vivait sans être heureuse. Son amant ne l'aimait pas. C'est drôle, mais c'était comme ça. Elle courut à la fontaine Afin d'y noyer sa peine Et tout le diable et son train La poussaient dans le chemin.  C'est pour ça que l'amour pleurait dans son coin, C'est pour ça que le ciel n'y comprenait rien. Les jours de lumière, Les mots des prières, Tous en procession, Lui faisaient escorte Mais la fille est morte En criant : \""pardon\"". C'est pour ça que l'amour pleurait dans son coin, C'est pour ça que le ciel n'y comprenait rien...  Toutes les fleurs se fanèrent Et la nuit couvrit la terre Pour chanter le dernier jour De cette morte d'amour. Échappés du noir manège, Les mal-aimés en cortège Partent essayer d'empêcher Le soleil de se lever.  C'est pour ça que l'amour n'avait plus d'amis, C'est pour ça que le ciel cherchait un abri. Les jeux et les rondes, Toutes les joies du monde Voulaient s'en aller Et le cœur des hommes, Tout pourri d'automne Allait se fâner... C'est pour ça que l'amour n'avait plus d'amis, C'est pour ça que le ciel cherchait un abri.  Mais voilà que ma légende Va danser sous les guirlandes. Ça ne pouvait pas durer. L'amour a tout arrangé Et, depuis, c'est lui qui chante. Tant pis pour qui se tourmente. Vous pouvez toujours pleurer. Il est plus fort à chanter...  C'est pour ça qu'on entend les accordéons, C'est pour ça que la rue éclate en chansons. Le chagrin des âmes, Dans tout ce vacarme, On ne l'entend plus. L'amour fait la fête Et chacun, c'est bête, A cœur que veux-tu. C'est pour ça qu'on entend les accordéons, C'est pour ça que la rue éclate en chansons.",Edith Piaf
19,C'est Si Bon,/edith-piaf/cest-si-bon.html,,"C'est si bon, De partir n'importe où, Bras dessus bras dessous, En chantant des chansons,  C'est si bon, De se dire des mots doux, De petit rien du tout, Mais qui en disent long.  En voyant notre mine ravie Les passants dans la rue, nous envient  C'est si bon, De guetter dans ses yeux Un espoir merveilleux Qui donne le frisson C'est si bon Cette petite sensation Ça vaut mieux qu'un million C'est tellement tellement bon  Hum, c'est bon Voilà c'est bon Les passants dans la rue Bras dessus bras dessous En chantant des chansons Quel espoir merveilleux  Hum, c'est bon Je cherche un millionnaire Avec des grands ""Cadillac car"" ""Mink coats"" Des bijoux Jusqu'au cou, tu sais  Hum, c'est bon Cette petite sensation Ou peut-être quelqu'un avec un petit yacht, non ? Ah C'est bon C'est bon, C'est bon Vous savez bien que j'attends quelqu'un Qui pourrait m'apporter beaucoup de lutte Ce soir, demain, la semaine prochain(e) N'importe quand Hum, c'est bon C'est bon Il sera très crazy, non ? Voilà, c'est tellement bon !",Edith Piaf
20,C'est Toi,/edith-piaf/cest-toi.html,Éternelle,"C’est toi que je chante dans mes chansons C’est toi pour qui je perds la raison Pour toi, mon amour, rien que pour toi C’est toi qui fais que mes jours son bleus C’est toi que tu verras dans mes yeux C’est toi, mon amour, oui, rien que toi… Notre amour est comme un beau rêve Entend la chanson qui s’élève Elle danse dans ta vie et la mienne Tout comme une valse de Vienne C’est toi que je chante dans mes chansons C’est toi pour qui je perds la raison C’est toi, mon amour, oui, rien que toi C’est toi, rien que toi…  Le Bon Dieu qui fait si bien les choses Nous a fait nous rencontrer Il avait ses raisons, je suppose Qui font que l’on s’est aimé...  C’est toi que je chante dans mes chansons C’est toi pour qui je perds la raison Pour toi, mon amour, rien que pour toi C’est toi qui fais que mes jours sont bleus C’est toi que tu verras dans mes yeux C’est toi, mon amour, oui, rien que toi… Notre amour est comme un beau rêve Entend la chanson qui s’élève Elle danse dans ta vie et la mienne Tout comme une valse de Vienne. My heart knows the love I feel for you My heart knows that I’ll always be true C’est moi, mon amour, c’est toi et moi C’est toi, rien que toi…",Edith Piaf
21,C'est Toi Le Plus Fort,/edith-piaf/cest-toi-le-plus-fort.html,Tu es Partout - 1935-1947,Ah ce que t’es grand T’as une belle gueule Et quand ton rire m’a croché le coeur Parce que je suis venue vers toi toute seule Sans que tu me cherches Tu fais le crâneur Et sur le boulevard Quand tu te balades Tu marches comme un bel animal Tu regardes les femmes Ça me rend malade Et tu le sais bien Que ça me fait du mal Mais je te dis rien Parce que je t’aime Souffrir par toi C’est bon tout de même Tu pourrais me faire Plus de mal encore Que je dirais rien Alors t’es fort  Parce que t’es grand Moi toute petite Et que tes poings Ont l’air d’être lourds Je dis toujours oui Et t’en profites Et je t’obéis Tu gagnes toujours Ah… t’es pas méchant T’es un peu brute C’est pas de ta faute Si t’es comme ça Et puis moi J’aime pas les disputes J’ai peur des coups On se refait pas Alors je dis rien Parce que je t’aime Et que t’obéir C’est bon tout de même Puis ça vaut mieux Car j’aurais tort Y’a qu’à nous voir C’est toi le plus fort  Mais y’a des jours Où t’es plus le même Quand t’as le cafard Ou des ennuis Quand t’as besoin de sentir Qu’on t’aime Et ces jours-là Tu deviens tout petit Alors je te prends Sur ma poitrine J’écoute ton coeur Et c’est très doux Je deviens toute grande Et je te câline Je suis presque heureuse Et j’oublie tout Là dans mes bras T’oses plus rien dire T’as sur les lèvres Un beau sourire Et comme un petit môme Tu t’endors Ben là... vraiment C’est toi le plus fort,Edith Piaf
22,C'est Un Gars,/edith-piaf/cest-un-gars.html,Une Vie em Chansons,"Sous mes pieds mes semelles se dérobent On voit le jour à travers ma robe Mon corsage est tout rapiécé Et mes effets très fatigués Qu'import ce qu'on dit à la ronde Je me fous du reste du monde Car depuis hier je suis aimée C'est fou ce qui m'est arrivé  C'est un gars qu'est entré dans ma vie C'est un gars qui m'a dit des folies Tu es jolie, tu es jolie On me l'avait jamais dit C'est un gars qui rassemblait à un ange C'est un gars qui parlait comme les anges Tu es jolie, tu es jolie J'en suis tout étourdie  Mon Dieu, je ne suis plus la même Quand il me murmure, ""Je t'aime!"" Je trouve ça si merveilleux Qu'il y a des larmes dans mes yeux C'est beau l'amour qui se promène Quand un beau gars en tient la chaîne On voudrait rester prisonnier Rien qu'pour contempler son geôlier  C'est un gars qu'est entré dans ma vie C'est un gars qui m'a dit des folies Tu es jolie, tu es jolie On m'l'avait jamais dit C'est un gars qui rassemblait à un ange C'est un gars qui parlait comme les anges Tu es jolie, tu es jolie J'en suis tout étourdie  C'est merveilleux en moi la vie bourdonne L'amour jaillit dès que je m'abandonne Et quand il m'a soûlée De mots et de baisers Et qu'il sourit, c'est drôle Je mords dans son épaule C'est un gars qu'est entré dans ma vie C'est un gars qui m'a dit des folies Tu es jolie, tu es jolie Veux-tu de moi pour la vie Oui! ",Edith Piaf
